Theme,Subtheme,Keyword,Emotion
Grief & Loss,Regret,feeling responsible,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,shame,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,wishing things were different,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,apology,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,making amends,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,dwelling on mistakes,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,regrets weigh heavy,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,hindsight hurts,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,wish I could turn back time,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,second-guessing,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,feeling accountable,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,repentance,"remorse, sadness, grief, disappointment, embarrassment, disgust"
Grief & Loss,Regret,rueful,"remorse, sadness, grief, disappointment, embarrassment, disgust"
SPIRITUALITY,Faith,soul,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,spirit,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,higher power,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,inner peace,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,divine,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,connection,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,faith,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,universe,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,belief,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,trust in God,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,devotion,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,spirituality,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,karma,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,dharma,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,samsara,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,enlightenment,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,awakening,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,Atman,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,Brahman,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,bodhi,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,mindfulness,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,sacred,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,transcendence,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,spiritual journey,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,surrender,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,grace,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,sacred path,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,cosmic energy,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Faith,sacred presence,"gratitude, love, remorse, relief, admiration, joy, curiosity"
SPIRITUALITY,Prayer,pray,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,praying,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,dua,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,thank God,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,gratitude,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,asking for guidance,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,grace,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,salah,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,isha,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,maghrib,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,fajr,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,dhuhr,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,asr,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,mantra,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,chanting,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,meditation,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,puja,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,offering,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,prostration,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,hymn,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,kirtan,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,recitation,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,rosary,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,confession,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,invocation,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,liturgy,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,contemplative prayer,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,silent prayer,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,mindful prayer,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,guided meditation,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,spiritual petition,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,lighting incense,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Prayer,prayer beads,"gratitude, love, remorse, relief, admiration"
SPIRITUALITY,Meaning-making,purpose,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,meaning,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,destiny,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,why am I here,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,life path,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,calling,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,life lesson,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,spiritual growth,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,dharma,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,moksha,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,karma,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,self-realization,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,enlightenment,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,awakening,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,soul mission,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,divine plan,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,cosmic purpose,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,seeking truth,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,ultimate reality,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,inner guidance,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,life questions,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,existential inquiry,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,finding God,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,path to Nirvana,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Meaning-making,discovering inner self,"confusion, curiosity, love, surprise, optimism, realization, nervousness, surprise, fear"
SPIRITUALITY,Doubt,questioning,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,uncertainty,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,disbelief,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,lost faith,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,confused about beliefs,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,spiritual crisis,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,struggling with belief,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,doubt in God,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,skeptical,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,questioning purpose,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,wavering faith,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,feeling lost spiritually,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,lack of guidance,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,feeling disconnected from divine,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,confusion about dharma,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,existential doubt,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,moral uncertainty,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,seeking clarity,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,soul unrest,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,spiritual questioning,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,struggling with scripture,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Doubt,faith shaken,"curiosity, nervousness, annoyance, disappointment, confusion, sadness"
SPIRITUALITY,Purpose,calling,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,goal,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,meaning of life,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,what I'm meant to do,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,life purpose,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,vision,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,vocation,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,life mission,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,spiritual aim,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,soul work,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,dharma,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,path of righteousness,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,contribution,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,higher calling,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,destiny,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,reason for existence,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,self-actualization,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,true path,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,life direction,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,awakening,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,fulfilling potential,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,inner purpose,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,cosmic plan,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Purpose,sacred duty,"curiosity, nervousness, realization, excitement, surprise, neutral"
SPIRITUALITY,Mortality,death,"sadness, grief, remorse, grief, curiosity, neutral"
